,id,name,dob,unique_prize_year,unique_prize_category,gender,bornCountryCode
645,668,Nadine Gordimer,1923-11-20,1991,literature,female,ZA
646,669,Derek Walcott,1930-01-23,1992,literature,male,LC
647,670,Toni Morrison,1931-02-18,1993,literature,female,US
648,671,Kenzaburo Oe,1935-01-31,1994,literature,male,JP
649,672,Seamus Heaney,1939-04-13,1995,literature,male,GB
650,673,Wislawa Szymborska,1923-07-02,1996,literature,female,PL
651,674,Dario Fo,1926-03-24,1997,literature,male,IT
652,675,José Saramago,1922-11-16,1998,literature,male,PT
653,676,Günter Grass,1927-10-16,1999,literature,male,PL
654,677,Ragnar Frisch,1895-03-03,1969,economics,male,NO
655,678,Jan Tinbergen,1903-04-12,1969,economics,male,NL
656,679,Paul A. Samuelson,1915-05-15,1970,economics,male,US
657,680,Simon Kuznets,1901-04-30,1971,economics,male,BY
658,681,John R. Hicks,1904-04-08,1972,economics,male,GB
659,682,Kenneth J. Arrow,1921-08-23,1972,economics,male,US
660,683,Wassily Leontief,1906-08-05,1973,economics,male,RU
661,684,Gunnar Myrdal,1898-12-06,1974,economics,male,SE
662,685,Friedrich von Hayek,1899-05-08,1974,economics,male,AT
663,686,Leonid Vitaliyevich Kantorovich,1912-01-19,1975,economics,male,RU
664,687,Tjalling C. Koopmans,1910-08-28,1975,economics,male,NL
665,688,Milton Friedman,1912-07-31,1976,economics,male,US
666,689,Bertil Ohlin,1899-04-23,1977,economics,male,SE
667,690,James E. Meade,1907-06-23,1977,economics,male,GB
668,691,Herbert Simon,1916-06-15,1978,economics,male,US
669,692,Theodore W. Schultz,1902-04-30,1979,economics,male,US
670,693,Sir Arthur Lewis,1915-01-23,1979,economics,male,LC
671,694,Lawrence R. Klein,1920-09-14,1980,economics,male,US
672,695,James Tobin,1918-03-05,1981,economics,male,US
673,696,George J. Stigler,1911-01-17,1982,economics,male,US
674,697,Gerard Debreu,1921-07-04,1983,economics,male,FR
675,698,Richard Stone,1913-08-30,1984,economics,male,GB
676,699,Franco Modigliani,1918-06-18,1985,economics,male,IT
677,700,James M. Buchanan Jr.,1919-10-03,1986,economics,male,US
678,701,Robert M. Solow,1924-08-23,1987,economics,male,US
679,702,Maurice Allais,1911-05-31,1988,economics,male,FR
680,703,Trygve Haavelmo,1911-12-13,1989,economics,male,NO
681,704,Harry M. Markowitz,1927-08-24,1990,economics,male,US
682,705,Merton H. Miller,1923-05-16,1990,economics,male,US
683,706,William F. Sharpe,1934-06-16,1990,economics,male,US
684,707,Ronald H. Coase,1910-12-29,1991,economics,male,GB
685,708,Gary Becker,1930-12-02,1992,economics,male,US
686,709,Robert W. Fogel,1927-07-01,1993,economics,male,US
687,710,Douglass C. North,1920-11-05,1993,economics,male,US
688,711,John C. Harsanyi,1920-05-29,1994,economics,male,HU
689,712,John F. Nash Jr.,1928-06-13,1994,economics,male,US
690,713,Reinhard Selten,1930-10-05,1994,economics,male,PL
691,714,Robert E. Lucas Jr.,1937-09-15,1995,economics,male,US
692,715,James A. Mirrlees,1936-07-05,1996,economics,male,GB
693,716,William Vickrey,1914-06-21,1996,economics,male,CA
694,717,Robert C. Merton,1944-07-31,1997,economics,male,US
695,718,Myron Scholes,1941-07-01,1997,economics,male,CA
696,719,Amartya Sen,1933-11-03,1998,economics,male,IN
697,720,Robert Mundell,1932-10-24,1999,economics,male,CA
698,721,Il´ja M. Frank,1908-10-23,1958,physics,male,RU
699,722,Arvid Carlsson,1923-01-25,2000,medicine,male,SE
700,723,Paul Greengard,1925-12-11,2000,medicine,male,US
701,724,Eric Kandel,1929-11-07,2000,medicine,male,AT
702,725,Kim Dae-jung,1925-12-03,2000,peace,male,KR
703,726,Zhores Alferov,1930-03-15,2000,physics,male,BY
704,727,Herbert Kroemer,1928-08-25,2000,physics,male,DE
705,728,Jack Kilby,1923-11-08,2000,physics,male,US
706,729,Alan Heeger,1936-01-22,2000,chemistry,male,US
707,730,Alan MacDiarmid,1927-04-14,2000,chemistry,male,NZ
708,731,Hideki Shirakawa,1936-08-20,2000,chemistry,male,JP
709,732,James J. Heckman,1944-04-19,2000,economics,male,US
710,733,Daniel L. McFadden,1937-07-29,2000,economics,male,US
711,734,Xingjian Gao,1940-01-04,2000,literature,male,CN
712,735,Leland Hartwell,1939-10-30,2001,medicine,male,US
713,736,Tim Hunt,1943-02-19,2001,medicine,male,GB
714,737,Sir Paul Nurse,1949-01-25,2001,medicine,male,GB
715,738,Eric Cornell,1961-12-19,2001,physics,male,US
716,739,Wolfgang Ketterle,1957-10-21,2001,physics,male,DE
717,740,Carl Wieman,1951-03-26,2001,physics,male,US
718,741,William Knowles,1917-06-01,2001,chemistry,male,US
719,742,Ryoji Noyori,1938-09-03,2001,chemistry,male,JP
720,743,Barry Sharpless,1941-04-28,2001,chemistry,male,US
721,744,George A. Akerlof,1940-06-17,2001,economics,male,US
722,745,A. Michael Spence,1943-00-00,2001,economics,male,US
723,746,Joseph E. Stiglitz,1943-02-09,2001,economics,male,US
724,747,V. S. Naipaul,1932-08-17,2001,literature,male,TT
725,748,United Nations ,1945-00-00,2001,peace,org,
726,749,Kofi Annan,1938-04-08,2001,peace,male,GH
727,750,Sydney Brenner,1927-01-13,2002,medicine,male,ZA
728,751,H. Robert Horvitz,1947-05-08,2002,medicine,male,US
729,752,John E. Sulston,1942-03-27,2002,medicine,male,GB
730,753,Raymond Davis Jr.,1914-10-14,2002,physics,male,US
731,754,Masatoshi Koshiba,1926-09-19,2002,physics,male,JP
732,755,Riccardo Giacconi,1931-10-06,2002,physics,male,IT
733,756,John B. Fenn,1917-06-15,2002,chemistry,male,US
734,757,Koichi Tanaka,1959-08-03,2002,chemistry,male,JP
735,758,Kurt Wüthrich,1938-10-04,2002,chemistry,male,CH
736,759,Daniel Kahneman,1934-03-05,2002,economics,male,IL
737,760,Vernon L. Smith,1927-01-01,2002,economics,male,US
738,761,Imre Kertész,1929-11-09,2002,literature,male,HU
739,762,Jimmy Carter,1924-10-01,2002,peace,male,US
740,763,J. M. Coetzee,1940-02-09,2003,literature,male,ZA
741,764,Paul C. Lauterbur,1929-05-06,2003,medicine,male,US
742,765,Sir Peter Mansfield,1933-10-09,2003,medicine,male,GB
743,766,Alexei Abrikosov,1928-06-25,2003,physics,male,RU
744,767,Vitaly L. Ginzburg,1916-10-04,2003,physics,male,RU
745,768,Anthony J. Leggett,1938-03-26,2003,physics,male,GB
746,769,Peter Agre,1949-01-30,2003,chemistry,male,US
747,770,Roderick MacKinnon,1956-02-19,2003,chemistry,male,US
748,771,Robert F. Engle III,1942-11-10,2003,economics,male,US
749,772,Clive W.J. Granger,1934-09-04,2003,economics,male,GB
750,773,Shirin Ebadi,1947-06-21,2003,peace,female,IR
751,774,Richard Axel,1946-07-02,2004,medicine,male,US
752,775,Linda B. Buck,1947-01-29,2004,medicine,female,US
753,776,David J. Gross,1941-02-19,2004,physics,male,US
754,777,H. David Politzer,1949-08-31,2004,physics,male,US
755,778,Frank Wilczek,1951-05-15,2004,physics,male,US
756,779,Aaron Ciechanover,1947-10-01,2004,chemistry,male,IL
757,780,Avram Hershko,1937-12-31,2004,chemistry,male,HU
758,781,Irwin Rose,1926-07-16,2004,chemistry,male,US
759,782,Elfriede Jelinek,1946-10-20,2004,literature,female,AT
760,783,Wangari Maathai,1940-04-01,2004,peace,female,KE
761,786,Finn E. Kydland,1943-12-01,2004,economics,male,NO
762,787,Edward C. Prescott,1940-12-26,2004,economics,male,US
763,789,Barry J. Marshall,1951-09-30,2005,medicine,male,AU
764,790,J. Robin Warren,1937-06-11,2005,medicine,male,AU
765,791,Roy J. Glauber,1925-09-01,2005,physics,male,US
766,792,John L. Hall,1934-08-21,2005,physics,male,US
767,793,Theodor W. Hänsch,1941-10-30,2005,physics,male,DE
768,794,Yves Chauvin,1930-10-10,2005,chemistry,male,BE
769,795,Robert H. Grubbs,1942-02-27,2005,chemistry,male,US
770,796,Richard R. Schrock,1945-01-04,2005,chemistry,male,US
771,797,International Atomic Energy Agency ,1957-00-00,2005,peace,org,
772,798,Mohamed ElBaradei,1942-06-17,2005,peace,male,EG
773,799,Robert J. Aumann,1930-06-08,2005,economics,male,DE
774,800,Thomas C. Schelling,1921-04-14,2005,economics,male,US
775,801,Harold Pinter,1930-10-10,2005,literature,male,GB
776,802,Andrew Z. Fire,1959-04-27,2006,medicine,male,US
777,803,Craig C. Mello,1960-10-19,2006,medicine,male,US
778,804,John C. Mather,1946-08-07,2006,physics,male,US
779,805,George F. Smoot,1945-02-20,2006,physics,male,US
780,806,Roger D. Kornberg,1947-04-24,2006,chemistry,male,US
781,807,Edmund S. Phelps,1933-07-26,2006,economics,male,US
782,808,Orhan Pamuk,1952-06-07,2006,literature,male,TR
783,809,Muhammad Yunus,1940-06-28,2006,peace,male,BD
784,810,Grameen Bank ,1976-00-00,2006,peace,org,
785,811,Mario R. Capecchi,1937-10-06,2007,medicine,male,IT
786,812,Sir Martin J. Evans,1941-01-01,2007,medicine,male,GB
787,813,Oliver Smithies,1925-06-23,2007,medicine,male,GB
788,814,Albert Fert,1938-03-07,2007,physics,male,FR
789,815,Peter Grünberg,1939-05-18,2007,physics,male,CZ
790,816,Gerhard Ertl,1936-10-10,2007,chemistry,male,DE
791,817,Doris Lessing,1919-10-22,2007,literature,female,IR
792,818,Intergovernmental Panel on Climate Change ,1988-00-00,2007,peace,org,
793,819,Al Gore,1948-03-31,2007,peace,male,US
794,820,Leonid Hurwicz,1917-08-21,2007,economics,male,RU
795,821,Eric S. Maskin,1950-12-12,2007,economics,male,US
796,822,Roger B. Myerson,1951-03-29,2007,economics,male,US
797,823,Harald zur Hausen,1936-03-11,2008,medicine,male,DE
798,824,Françoise Barré-Sinoussi,1947-07-30,2008,medicine,female,FR
799,825,Luc Montagnier,1932-08-18,2008,medicine,male,FR
800,826,Yoichiro Nambu,1921-01-18,2008,physics,male,JP
801,827,Makoto Kobayashi,1944-04-07,2008,physics,male,JP
802,828,Toshihide Maskawa,1940-02-07,2008,physics,male,JP
803,829,Osamu Shimomura,1928-08-27,2008,chemistry,male,JP
804,830,Martin Chalfie,1947-01-15,2008,chemistry,male,US
805,831,Roger Y. Tsien,1952-02-01,2008,chemistry,male,US
806,832,Jean-Marie Gustave Le Clézio,1940-04-13,2008,literature,male,FR
807,833,Martti Ahtisaari,1937-06-23,2008,peace,male,FI
808,834,Paul Krugman,1953-02-28,2008,economics,male,US
809,835,Elizabeth H. Blackburn,1948-11-26,2009,medicine,female,AU
810,836,Carol W. Greider,1961-04-15,2009,medicine,female,US
811,837,Jack W. Szostak,1952-11-09,2009,medicine,male,GB
812,838,Charles K. Kao,1933-11-04,2009,physics,male,CN
813,839,Willard S. Boyle,1924-08-19,2009,physics,male,CA
814,840,George E. Smith,1930-05-10,2009,physics,male,US
815,841,Venkatraman Ramakrishnan,1952-00-00,2009,chemistry,male,IN
816,842,Thomas A. Steitz,1940-08-23,2009,chemistry,male,US
817,843,Ada E. Yonath,1939-06-22,2009,chemistry,female,IL
818,844,Herta Müller,1953-08-17,2009,literature,female,RO
819,845,Barack Obama,1961-08-04,2009,peace,male,US
820,846,Elinor Ostrom,1933-08-07,2009,economics,female,US
821,847,Oliver E. Williamson,1932-09-27,2009,economics,male,US
822,848,Robert G. Edwards,1925-09-27,2010,medicine,male,GB
823,849,Andre Geim,1958-10-21,2010,physics,male,RU
824,850,Konstantin Novoselov,1974-08-23,2010,physics,male,RU
825,851,Richard F. Heck,1931-08-15,2010,chemistry,male,US
826,852,Ei-ichi Negishi,1935-07-14,2010,chemistry,male,CN
827,853,Akira Suzuki,1930-09-12,2010,chemistry,male,JP
828,854,Mario Vargas Llosa,1936-03-28,2010,literature,male,PE
829,855,Xiaobo Liu,1955-12-28,2010,peace,male,CN
830,856,Peter A. Diamond,1940-04-29,2010,economics,male,US
831,857,Dale T. Mortensen,1939-02-02,2010,economics,male,US
832,858,Christopher A. Pissarides,1948-02-20,2010,economics,male,CY
833,861,Bruce A. Beutler,1957-12-29,2011,medicine,male,US
834,862,Jules A. Hoffmann,1941-08-02,2011,medicine,male,LU
835,863,Ralph M. Steinman,1943-01-14,2011,medicine,male,CA
836,864,Saul Perlmutter,1959-00-00,2011,physics,male,US
837,865,Brian P. Schmidt,1967-02-24,2011,physics,male,US
838,866,Adam G. Riess,1969-12-16,2011,physics,male,US
839,867,Dan Shechtman,1941-01-24,2011,chemistry,male,IL
840,868,Tomas Tranströmer,1931-04-15,2011,literature,male,SE
841,869,Ellen Johnson Sirleaf,1938-10-29,2011,peace,female,LR
842,870,Leymah Gbowee,1972-02-01,2011,peace,female,LR
843,871,Tawakkol Karman,1979-02-07,2011,peace,female,YE
844,872,Thomas J. Sargent,1943-07-19,2011,economics,male,US
845,873,Christopher A. Sims,1942-10-21,2011,economics,male,US
846,874,Sir John B. Gurdon,1933-10-02,2012,medicine,male,GB
847,875,Shinya Yamanaka,1962-09-04,2012,medicine,male,JP
848,876,Serge Haroche,1944-09-11,2012,physics,male,MA
849,877,David J. Wineland,1944-02-24,2012,physics,male,US
850,878,Robert J. Lefkowitz,1943-04-15,2012,chemistry,male,US
851,879,Brian Kobilka,1955-05-30,2012,chemistry,male,US
852,880,Mo Yan,1955-02-02,2012,literature,male,CN
853,881,European Union ,1952-00-00,2012,peace,org,
854,882,Alvin E. Roth,1951-12-18,2012,economics,male,US
855,883,Lloyd S. Shapley,1923-06-02,2012,economics,male,US
856,884,James E. Rothman,1950-11-03,2013,medicine,male,US
857,885,Randy W. Schekman,1948-12-30,2013,medicine,male,US
858,886,Thomas C. Südhof,1955-12-22,2013,medicine,male,DE
859,887,François Englert,1932-11-06,2013,physics,male,BE
860,888,Peter Higgs,1929-05-29,2013,physics,male,GB
861,889,Martin Karplus,1930-03-15,2013,chemistry,male,AT
862,890,Michael Levitt,1947-05-09,2013,chemistry,male,ZA
863,891,Arieh Warshel,1940-11-20,2013,chemistry,male,IL
864,892,Alice Munro,1931-07-10,2013,literature,female,CA
865,893,Organisation for the Prohibition of Chemical Weapons ,1997-00-00,2013,peace,org,
866,894,Eugene F. Fama,1939-02-14,2013,economics,male,US
867,895,Lars Peter Hansen,1952-10-26,2013,economics,male,US
868,896,Robert J. Shiller,1946-03-29,2013,economics,male,US
869,903,John O'Keefe,1939-11-18,2014,medicine,male,US
870,904,May-Britt Moser,1963-01-04,2014,medicine,female,NO
871,905,Edvard I. Moser,1962-04-27,2014,medicine,male,NO
872,906,Isamu Akasaki,1929-01-30,2014,physics,male,JP
873,907,Hiroshi Amano,1960-09-11,2014,physics,male,JP
874,908,Shuji Nakamura,1954-05-22,2014,physics,male,JP
875,909,Eric Betzig,1960-01-13,2014,chemistry,male,US
876,910,Stefan W. Hell,1962-12-23,2014,chemistry,male,RO
877,911,William E. Moerner,1953-06-24,2014,chemistry,male,US
878,912,Patrick Modiano,1945-07-30,2014,literature,male,FR
879,913,Kailash Satyarthi,1954-01-11,2014,peace,male,IN
880,914,Malala Yousafzai,1997-07-12,2014,peace,female,PK
881,915,Jean Tirole,1953-08-09,2014,economics,male,FR
882,916,William C. Campbell,1930-06-28,2015,medicine,male,IE
883,917,Satoshi Ōmura,1935-07-12,2015,medicine,male,JP
884,918,Youyou Tu,1930-12-30,2015,medicine,female,CN
885,919,Takaaki Kajita,1959-03-09,2015,physics,male,JP
886,920,Arthur B. McDonald,1943-08-29,2015,physics,male,CA
887,921,Tomas Lindahl,1938-01-28,2015,chemistry,male,SE
888,922,Paul Modrich,1946-06-13,2015,chemistry,male,US
889,923,Aziz Sancar,1946-09-08,2015,chemistry,male,TR
890,924,Svetlana Alexievich,1948-05-31,2015,literature,female,UA
891,925,National Dialogue Quartet ,,2015,peace,org,
892,926,Angus Deaton,1945-10-19,2015,economics,male,GB
893,927,Yoshinori Ohsumi,1945-02-09,2016,medicine,male,JP
894,928,David J. Thouless,1934-09-21,2016,physics,male,GB
895,929,F. Duncan M. Haldane,1951-09-14,2016,physics,male,GB
896,930,J. Michael Kosterlitz,1943-06-22,2016,physics,male,GB
897,931,Jean-Pierre Sauvage,1944-10-21,2016,chemistry,male,FR
898,932,Sir J. Fraser Stoddart,1942-05-24,2016,chemistry,male,GB
899,933,Bernard L. Feringa,1951-05-18,2016,chemistry,male,NL
900,934,Juan Manuel Santos,1951-08-10,2016,peace,male,CO
901,935,Oliver Hart,1948-10-09,2016,economics,male,GB
902,936,Bengt Holmström,1949-04-18,2016,economics,male,FI
903,937,Bob Dylan,1941-05-24,2016,literature,male,US
904,938,Jeffrey C. Hall,1945-05-03,2017,medicine,male,US
905,939,Michael Rosbash,1944-03-07,2017,medicine,male,US
906,940,Michael W. Young,1949-03-28,2017,medicine,male,US
907,941,Rainer Weiss,1932-09-29,2017,physics,male,DE
908,942,Barry C. Barish,1936-01-27,2017,physics,male,US
909,943,Kip S. Thorne,1940-06-01,2017,physics,male,US
910,944,Jacques Dubochet,1942-06-08,2017,chemistry,male,CH
911,945,Joachim Frank,1940-09-12,2017,chemistry,male,DE
912,946,Richard Henderson,1945-07-19,2017,chemistry,male,GB
913,947,Kazuo Ishiguro,1954-11-08,2017,literature,male,JP
914,948,International Campaign to Abolish Nuclear Weapons ,2007-00-00,2017,peace,org,
915,949,Richard H. Thaler,1945-09-12,2017,economics,male,US
916,958,James P. Allison,1948-08-07,2018,medicine,male,US
917,959,Tasuku Honjo,1942-01-27,2018,medicine,male,JP
918,960,Arthur Ashkin,1922-09-02,2018,physics,male,US
919,961,Gérard Mourou,1944-06-22,2018,physics,male,FR
920,962,Donna Strickland,1959-05-27,2018,physics,female,CA
921,963,Frances H. Arnold,1956-07-25,2018,chemistry,female,US
922,964,George P. Smith,1941-03-10,2018,chemistry,male,US
923,965,Sir Gregory P. Winter,1951-04-14,2018,chemistry,male,GB
924,966,Denis Mukwege,1955-03-01,2018,peace,male,CD
925,967,Nadia Murad,1993-00-00,2018,peace,female,IQ
926,968,William D. Nordhaus,1941-05-31,2018,economics,male,US
927,969,Paul M. Romer,1955-00-00,2018,economics,male,US
928,970,William Kaelin,1957-11-23,2019,medicine,male,US
929,971,Peter Ratcliffe,1954-05-14,2019,medicine,male,GB
930,972,Gregg Semenza,1956-07-12,2019,medicine,male,US
931,973,James Peebles,1935-04-25,2019,physics,male,CA
932,974,Michel Mayor,1942-01-12,2019,physics,male,CH
933,975,Didier Queloz,1966-02-23,2019,physics,male,CH
934,976,John Goodenough,1922-07-25,2019,chemistry,male,DE
935,977,M. Stanley Whittingham,1941-12-22,2019,chemistry,male,GB
936,978,Akira Yoshino,1948-01-30,2019,chemistry,male,JP
937,979,Olga Tokarczuk,1962-01-29,2018,literature,female,PL
938,980,Peter Handke,1942-12-06,2019,literature,male,AT
939,981,Abiy Ahmed Ali,1976-08-15,2019,peace,male,ET
940,982,Abhijit Banerjee,1961-02-21,2019,economics,male,IN
941,983,Esther Duflo,1972-10-25,2019,economics,female,FR
942,984,Michael Kremer,1964-11-12,2019,economics,male,US
943,985,Harvey Alter,1935-09-12,2020,medicine,male,US
944,986,Michael Houghton,1949-00-00,2020,medicine,male,GB
945,987,Charles Rice,1952-08-25,2020,medicine,male,US
946,988,Roger Penrose,1931-08-08,2020,physics,male,GB
947,989,Reinhard Genzel,1952-03-24,2020,physics,male,DE
948,990,Andrea Ghez,1965-06-16,2020,physics,female,US
949,991,Emmanuelle Charpentier,1968-12-11,2020,chemistry,female,FR
950,992,Jennifer A. Doudna,1964-02-19,2020,chemistry,female,US
951,993,Louise Glück,1943-04-22,2020,literature,female,US
952,994,World Food Programme ,1961-00-00,2020,peace,org,
953,995,Paul Milgrom,1948-04-20,2020,economics,male,US
954,996,Robert Wilson,1937-05-16,2020,economics,male,US
955,997,David Julius,1955-11-04,2021,medicine,male,US
956,998,Ardem Patapoutian,1967-00-00,2021,medicine,male,LB
957,999,Syukuro Manabe,1931-09-21,2021,physics,male,JP
958,1000,Klaus Hasselmann,1931-10-25,2021,physics,male,DE
959,1001,Giorgio Parisi,1948-08-04,2021,physics,male,IT
960,1002,Benjamin List,1968-01-11,2021,chemistry,male,DE
961,1003,David MacMillan,1968-03-16,2021,chemistry,male,GB
962,1004,Abdulrazak Gurnah,1948-00-00,2021,literature,male,
963,1005,Maria Ressa,1963-10-02,2021,peace,female,PH
964,1006,Dmitry Muratov,1961-00-00,2021,peace,male,RU
965,1007,David Card,1956-00-00,2021,economics,male,CA
966,1008,Joshua Angrist,1960-00-00,2021,economics,male,US
967,1009,Guido Imbens,1963-09-03,2021,economics,male,NL
